date,us_cape,change,month_over_month_pct,source_method,source_note
1912-05-01,13.65,-0.01,-0.07,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1912-06-01,13.79,0.14,1.03,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1912-07-01,13.80,0.02,0.13,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1912-08-01,13.98,0.18,1.32,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1912-09-01,13.93,-0.06,-0.42,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1912-10-01,13.91,-0.02,-0.15,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1912-11-01,13.75,-0.16,-1.12,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1912-12-01,13.39,-0.36,-2.62,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-01-01,13.15,-0.24,-1.80,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-02-01,12.68,-0.47,-3.54,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-03-01,12.44,-0.24,-1.89,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-04-01,12.43,-0.01,-0.08,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-05-01,12.22,-0.21,-1.70,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-06-01,11.49,-0.73,-5.97,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-07-01,11.53,0.04,0.37,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-08-01,11.85,0.31,2.71,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-09-01,11.84,0.00,-0.03,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-10-01,11.47,-0.37,-3.14,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-11-01,11.07,-0.40,-3.48,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1913-12-01,11.17,0.10,0.92,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-01-01,11.64,0.46,4.14,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-02-01,11.91,0.27,2.36,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-03-01,11.69,-0.22,-1.89,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-04-01,11.52,-0.16,-1.39,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-05-01,11.48,-0.04,-0.38,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-06-01,11.43,-0.05,-0.44,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-07-01,10.69,-0.73,-6.43,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-08-01,10.49,-0.20,-1.89,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-09-01,10.50,0.01,0.08,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-10-01,10.61,0.11,1.07,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-11-01,10.52,-0.10,-0.90,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1914-12-01,10.17,-0.34,-3.28,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-01-01,10.36,0.19,1.84,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-02-01,10.33,-0.03,-0.29,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-03-01,10.71,0.38,3.65,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-04-01,11.40,0.69,6.48,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-05-01,11.03,-0.37,-3.28,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-06-01,11.15,0.13,1.15,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-07-01,11.11,-0.04,-0.36,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-08-01,11.58,0.47,4.24,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-09-01,12.01,0.43,3.68,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-10-01,12.55,0.54,4.47,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-11-01,12.86,0.31,2.46,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1915-12-01,12.88,0.02,0.16,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-01-01,12.54,-0.33,-2.60,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-02-01,12.35,-0.19,-1.51,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-03-01,12.18,-0.18,-1.44,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-04-01,11.91,-0.27,-2.22,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-05-01,12.03,0.12,1.01,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-06-01,12.00,-0.03,-0.25,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-07-01,11.79,-0.20,-1.71,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-08-01,11.73,-0.06,-0.50,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-09-01,11.94,0.21,1.81,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-10-01,12.05,0.10,0.85,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-11-01,12.05,0.01,0.06,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1916-12-01,11.41,-0.64,-5.31,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-01-01,10.99,-0.42,-3.69,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-02-01,10.06,-0.93,-8.45,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-03-01,10.33,0.26,2.62,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-04-01,9.64,-0.68,-6.61,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-05-01,9.14,-0.51,-5.24,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-06-01,9.15,0.01,0.10,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-07-01,9.00,-0.14,-1.58,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-08-01,8.57,-0.43,-4.78,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-09-01,7.95,-0.62,-7.25,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-10-01,7.39,-0.56,-7.09,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-11-01,6.75,-0.63,-8.58,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1917-12-01,6.41,-0.34,-5.04,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-01-01,6.64,0.23,3.56,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-02-01,6.78,0.14,2.16,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-03-01,6.69,-0.10,-1.44,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-04-01,6.52,-0.17,-2.48,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-05-01,6.58,0.06,0.95,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-06-01,6.50,-0.09,-1.31,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-07-01,6.37,-0.12,-1.92,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-08-01,6.30,-0.07,-1.07,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-09-01,6.15,-0.15,-2.44,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-10-01,6.29,0.14,2.30,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-11-01,6.33,0.04,0.68,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1918-12-01,6.13,-0.20,-3.14,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-01-01,6.10,-0.04,-0.59,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-02-01,6.24,0.14,2.32,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-03-01,6.36,0.12,1.87,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-04-01,6.46,0.10,1.57,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-05-01,6.83,0.37,5.78,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-06-01,7.02,0.19,2.82,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-07-01,7.05,0.03,0.44,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-08-01,6.48,-0.57,-8.13,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-09-01,6.56,0.08,1.22,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-10-01,6.79,0.24,3.60,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-11-01,6.47,-0.33,-4.82,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1919-12-01,6.16,-0.31,-4.74,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-01-01,5.99,-0.17,-2.78,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-02-01,5.46,-0.53,-8.92,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-03-01,5.80,0.34,6.30,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-04-01,5.60,-0.20,-3.43,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-05-01,5.19,-0.41,-7.34,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-06-01,5.04,-0.15,-2.80,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-07-01,5.08,0.04,0.73,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-08-01,5.02,-0.06,-1.18,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-09-01,5.30,0.28,5.51,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-10-01,5.35,0.05,1.02,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-11-01,5.13,-0.22,-4.20,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1920-12-01,4.78,-0.34,-6.67,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-01-01,5.12,0.34,7.06,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-02-01,5.27,0.15,2.98,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-03-01,5.19,-0.08,-1.56,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-04-01,5.30,0.10,2.02,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-05-01,5.61,0.31,5.90,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-06-01,5.22,-0.39,-7.01,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-07-01,5.20,-0.02,-0.35,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-08-01,5.16,-0.04,-0.70,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-09-01,5.38,0.22,4.19,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-10-01,5.48,0.10,1.89,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-11-01,5.84,0.36,6.55,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1921-12-01,6.11,0.28,4.73,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-01-01,6.29,0.17,2.83,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-02-01,6.46,0.17,2.77,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-03-01,6.82,0.36,5.57,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-04-01,7.27,0.45,6.62,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-05-01,7.59,0.32,4.40,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-06-01,7.56,-0.04,-0.47,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-07-01,7.60,0.04,0.58,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-08-01,8.02,0.42,5.50,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-09-01,8.27,0.25,3.06,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-10-01,8.43,0.17,2.02,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-11-01,8.00,-0.43,-5.15,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1922-12-01,7.96,-0.03,-0.42,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-01-01,8.15,0.19,2.38,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-02-01,8.53,0.38,4.65,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-03-01,8.70,0.17,1.96,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-04-01,8.37,-0.33,-3.77,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-05-01,8.00,-0.37,-4.45,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-06-01,7.67,-0.33,-4.11,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-07-01,7.35,-0.33,-4.25,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-08-01,7.44,0.10,1.30,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-09-01,7.46,0.02,0.22,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-10-01,7.32,-0.14,-1.89,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-11-01,7.55,0.23,3.13,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1923-12-01,7.81,0.26,3.49,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-01-01,8.07,0.26,3.36,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-02-01,8.16,0.09,1.11,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-03-01,8.06,-0.10,-1.27,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-04-01,7.92,-0.13,-1.67,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-05-01,7.90,-0.02,-0.30,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-06-01,8.05,0.15,1.92,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-07-01,8.38,0.33,4.05,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-08-01,8.72,0.34,4.05,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-09-01,8.58,-0.14,-1.56,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-10-01,8.42,-0.16,-1.89,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-11-01,8.89,0.47,5.57,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1924-12-01,9.31,0.42,4.75,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1925-01-01,9.69,0.38,4.10,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1925-02-01,9.83,0.14,1.43,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1925-03-01,9.52,-0.31,-3.18,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1925-04-01,9.48,-0.04,-0.44,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1925-05-01,9.73,0.25,2.66,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1925-06-01,9.80,0.07,0.69,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1925-07-01,9.96,0.17,1.71,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1925-08-01,10.11,0.15,1.47,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1925-09-01,10.36,0.25,2.46,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
1925-10-01,10.72,0.36,3.47,OFFICIALDATA_SHILLER_MONTHLY,"Monthly Shiller PE/CAPE table from OfficialData, based on Robert Shiller and S&P 500 data."
